id,text,added_datetime,yes_no,image_coordinates,image_url,original_id,page_number,parser_version,model_version,manual_override,token_count,clean_text,tokens
304513,styrofoam,2020-11-16 15:27:18.340,yes,,,,,0.1.0,0.1.0,text,1.0,['styrofoam'],['styrofoam']
304514,empty aerosol cans,2020-11-16 15:27:18.340,yes,,,,,0.1.0,0.1.0,text,2.0,['empty aerosol cans'],"['aerosol', 'cans']"
304515,aluminum food and beverage cans,2020-11-16 15:27:18.340,yes,,,,,0.1.0,0.1.0,text,4.0,['aluminum food and beverage cans'],"['aluminum', 'food', 'beverage', 'cans']"
304516,steel and tin cans,2020-11-16 15:27:18.340,yes,,,,,0.1.0,0.1.0,text,3.0,['steel and tin cans'],"['steel', 'tin', 'cans']"
304517,"pie tins
ea cans",2020-11-16 15:27:18.340,yes,,,,,0.1.0,0.1.0,text,4.0,"['pie tins', 'ea cans']","['pie', 'tins', 'ea', 'cans']"
348790,No text - category selected manually,2020-11-17 09:54:01.497,yes,,,,,0.1.1,0.1.0,checkbox,,,
349344,No text - category selected manually,2020-11-17 09:54:24.317,yes,,,,,0.1.1,0.1.0,checkbox,,,
349345,No text - category selected manually,2020-11-17 09:54:24.317,yes,,,,,0.1.1,0.1.0,checkbox,,,
349346,No text - category selected manually,2020-11-17 09:54:24.317,yes,,,,,0.1.1,0.1.0,checkbox,,,
302970,steel cans include soup cans and processed food cans,2020-11-16 15:26:16.620,yes,,,,,0.1.0,0.1.0,text,8.0,['steel cans include soup cans and processed food cans'],"['steel', 'cans', 'include', 'soup', 'cans', 'processed', 'food', 'cans']"
302971,"aluminum.

.

glass
soda bottles, beer bottles, juice containers, condiment bottles, wine and liquor bottles and various glass food containers",2020-11-16 15:26:16.620,yes,,,,,0.1.0,0.1.0,text,17.0,"['aluminum ', 'glass', 'soda bottles', ' beer bottles', ' juice containers', ' condiment bottles', ' wine and liquor bottles and various glass food containers']","['aluminum', 'glass', 'soda', 'bottles', 'beer', 'bottles', 'juice', 'containers', 'condiment', 'bottles', 'wine', 'liquor', 'bottles', 'various', 'glass', 'food', 'containers']"
302972,plastics 1 & 2:,2020-11-16 15:26:16.620,yes,,,,,0.1.0,0.1.0,text,1.0,['plastics      '],['plastics']
302973,cardboard:,2020-11-16 15:26:16.620,yes,,,,,0.1.0,0.1.0,text,1.0,['cardboard'],['cardboard']
302974,mixed paper,2020-11-16 15:26:16.620,yes,,,,,0.1.0,0.1.0,text,2.0,['mixed paper'],"['mixed', 'paper']"
302975,"are made of .

paper
: includes practically every other type of paper that hasn't been in contact with food or waste. 

newsprint",2020-11-16 15:26:16.620,yes,,,,,0.1.0,0.1.0,text,11.0,"['are made of  ', 'paper', ' includes practically every other type of paper that hasn t been in contact with food or waste  ', 'newsprint']","['paper', 'includes', 'practically', 'type', 'paper', 'hasn', 't', 'contact', 'food', 'waste', 'newsprint']"
302976,steel and aluminum cans,2020-11-16 15:26:17.227,yes,,,,,0.1.0,0.1.0,text,3.0,['steel and aluminum cans'],"['steel', 'aluminum', 'cans']"
302977,aluminum foil,2020-11-16 15:26:17.227,yes,,,,,0.1.0,0.1.0,text,2.0,['aluminum foil'],"['aluminum', 'foil']"
304662,magazines,2020-11-16 15:27:23.510,yes,,,,,0.1.0,0.1.0,text,1.0,['magazines'],['magazines']
304663,catalogs,2020-11-16 15:27:23.510,yes,,,,,0.1.0,0.1.0,text,1.0,['catalogs'],['catalogs']
304664,paperboard,2020-11-16 15:27:23.510,yes,,,,,0.1.0,0.1.0,text,1.0,['paperboard'],['paperboard']
304665,"cans
clean, balled  & 
ea cans
 & 
empty 


loose metal jar lids and steel bottle caps
, brochures & 

opened mail, , and greeting cards

 boxes (cereal, cracker, etc boxes)
paper egg cartons
paper milk or 

rigid plastics

white or pastel s",2020-11-16 15:27:23.510,yes,,,,,0.1.0,0.1.0,text,31.0,"['cans', 'clean', ' balled    ', 'ea cans', '   ', 'empty ', 'loose metal jar lids and steel bottle caps', ' brochures   ', 'opened mail', ' and greeting cards', ' boxes  cereal', ' cracker', ' etc boxes ', 'paper egg cartons', 'paper milk or ', 'rigid plastics', 'white or pastel s']","['cans', 'clean', 'balled', 'ea', 'cans', 'loose', 'metal', 'jar', 'lids', 'steel', 'bottle', 'caps', 'brochures', 'opened', 'mail', 'greeting', 'cards', 'boxes', 'cereal', 'cracker', 'boxes', 'paper', 'egg', 'cartons', 'paper', 'milk', 'rigid', 'plastics', 'white', 'pastel', 's']"
304666,Aluminum Cans,2020-11-16 15:27:24.237,yes,,,,,0.1.0,0.1.0,text,2.0,['aluminum cans'],"['aluminum', 'cans']"
304667,steel or tin cans,2020-11-16 15:27:24.237,yes,,,,,0.1.0,0.1.0,text,3.0,['steel or tin cans'],"['steel', 'tin', 'cans']"
303084,steel and aluminum food & beverage cans,2020-11-16 15:26:22.860,yes,,,,,0.1.0,0.1.0,text,5.0,['steel and aluminum food   beverage cans'],"['steel', 'aluminum', 'food', 'beverage', 'cans']"
303085,glass bottles,2020-11-16 15:26:22.860,yes,,,,,0.1.0,0.1.0,text,2.0,['glass bottles'],"['glass', 'bottles']"
303086,juice cartons and milk cartons,2020-11-16 15:26:22.860,yes,,,,,0.1.0,0.1.0,text,4.0,['juice cartons and milk cartons'],"['juice', 'cartons', 'milk', 'cartons']"
303087,"bottles: (plastic & glass) - plastic bottles* milk, water, detergent, soda and shampoo (flatten and replace cap);",2020-11-16 15:26:22.860,yes,,,,,0.1.0,0.1.0,text,13.0,"['bottles', '  plastic   glass    plastic bottles  milk', ' water', ' detergent', ' soda and shampoo  flatten and replace cap  ']","['bottles', 'plastic', 'glass', 'plastic', 'bottles', 'milk', 'water', 'detergent', 'soda', 'shampoo', 'flatten', 'replace', 'cap']"
303088,cardboard,2020-11-16 15:26:22.860,yes,,,,,0.1.0,0.1.0,text,1.0,['cardboard'],['cardboard']
303089,corrugated cardboard,2020-11-16 15:26:22.860,yes,,,,,0.1.0,0.1.0,text,2.0,['corrugated cardboard'],"['corrugated', 'cardboard']"
304793,steel cans,2020-11-16 15:27:29.020,yes,,,,,0.1.0,0.1.0,text,2.0,['steel cans'],"['steel', 'cans']"
304794,aluminum cans,2020-11-16 15:27:29.020,yes,,,,,0.1.0,0.1.0,text,2.0,['aluminum cans'],"['aluminum', 'cans']"
304795,tin cans,2020-11-16 15:27:29.020,yes,,,,,0.1.0,0.1.0,text,2.0,['tin cans'],"['tin', 'cans']"
304796,glass bottles and jars,2020-11-16 15:27:29.020,yes,,,,,0.1.0,0.1.0,text,3.0,['glass bottles and jars'],"['glass', 'bottles', 'jars']"
304797,"1)
peanut butter jars, soft drink bottles
hdpe (2)",2020-11-16 15:27:29.020,yes,,,,,0.1.0,0.1.0,text,7.0,"['peanut butter jars', ' soft drink bottles', 'hdpe    ']","['peanut', 'butter', 'jars', 'soft', 'drink', 'bottles', 'hdpe']"
304798,"jugs, laundry detergent jugs",2020-11-16 15:27:29.020,yes,,,,,0.1.0,0.1.0,text,4.0,"['jugs', ' laundry detergent jugs']","['jugs', 'laundry', 'detergent', 'jugs']"
349629,No text - category selected manually,2020-11-17 09:54:33.730,yes,,,,,0.1.1,0.1.0,checkbox,,,
349630,No text - category selected manually,2020-11-17 09:54:33.730,yes,,,,,0.1.1,0.1.0,checkbox,,,
303234,newspaper,2020-11-16 15:26:27.567,yes,,,,,0.1.0,0.1.0,text,1.0,['newspaper'],['newspaper']
303235,glossy paper,2020-11-16 15:26:27.567,yes,,,,,0.1.0,0.1.0,text,2.0,['glossy paper'],"['glossy', 'paper']"
303236,glossy magazines,2020-11-16 15:26:27.567,yes,,,,,0.1.0,0.1.0,text,2.0,['glossy magazines'],"['glossy', 'magazines']"
303237,office paper,2020-11-16 15:26:27.567,yes,,,,,0.1.0,0.1.0,text,2.0,['office paper'],"['office', 'paper']"
303238,magazines,2020-11-16 15:26:27.567,yes,,,,,0.1.0,0.1.0,text,1.0,['magazines'],['magazines']
303239,catalogs,2020-11-16 15:26:27.567,yes,,,,,0.1.0,0.1.0,text,1.0,['catalogs'],['catalogs']
303240,"- bundle in  or tie with string or twine. 
high grade paper- computer paper or . 
-   &  with  (jc penney, sears, etc.). non, such as  
- 
. 
- 
 pie and t.v. dinner plates.",2020-11-16 15:26:27.567,yes,,,,,0.1.0,0.1.0,text,18.0,"['  bundle in  or tie with string or twine  ', 'high grade paper  computer paper or   ', '       with   jc penney', ' sears', ' etc    non', ' such as  ', ' pie and t v  dinner plates ']","['bundle', 'tie', 'string', 'twine', 'high', 'grade', 'paper', 'computer', 'paper', 'jc', 'penney', 'sears', 'non', 'pie', 't', 'v', 'dinner', 'plates']"
303241,"GLASS: All colors, jars",2020-11-16 15:26:28.037,yes,,,,,0.1.0,0.1.0,text,3.0,"['glass', ' all colors', ' jars']","['glass', 'colors', 'jars']"
303201,corrugated cardboard,2020-11-16 15:26:26.167,yes,,,,,0.1.0,0.1.0,text,2.0,['corrugated cardboard'],"['corrugated', 'cardboard']"
303202,phone books,2020-11-16 15:26:26.167,yes,,,,,0.1.0,0.1.0,text,2.0,['phone books'],"['phone', 'books']"
303203,newspapers,2020-11-16 15:26:26.167,yes,,,,,0.1.0,0.1.0,text,1.0,['newspapers'],['newspapers']
303204,mixed paper,2020-11-16 15:26:26.167,yes,,,,,0.1.0,0.1.0,text,2.0,['mixed paper'],"['mixed', 'paper']"
303205,junk mail,2020-11-16 15:26:26.167,yes,,,,,0.1.0,0.1.0,text,2.0,['junk mail'],"['junk', 'mail']"
303206,magazines,2020-11-16 15:26:26.167,yes,,,,,0.1.0,0.1.0,text,1.0,['magazines'],['magazines']
303207,"recyclable plastic & 
 :
 , , color printed
 material",2020-11-16 15:26:26.167,yes,,,,,0.1.0,0.1.0,text,5.0,"['recyclable plastic   ', ' color printed', ' material']","['recyclable', 'plastic', 'color', 'printed', 'material']"
303208,Glass:  clear,2020-11-16 15:26:26.460,yes,,,,,0.1.0,0.1.0,text,2.0,"['glass', '  clear']","['glass', 'clear']"
303209,plastic containers,2020-11-16 15:26:26.460,yes,,,,,0.1.0,0.1.0,text,2.0,['plastic containers'],"['plastic', 'containers']"
303210,cardboard:,2020-11-16 15:26:26.460,yes,,,,,0.1.0,0.1.0,text,1.0,['cardboard'],['cardboard']
303211,"paper bag, etc.",2020-11-16 15:26:26.460,yes,,,,,0.1.0,0.1.0,text,2.0,"['paper bag', ' etc ']","['paper', 'bag']"
303212,newspapers,2020-11-16 15:26:26.460,yes,,,,,0.1.0,0.1.0,text,1.0,['newspapers'],['newspapers']
303213,magazines,2020-11-16 15:26:26.460,yes,,,,,0.1.0,0.1.0,text,1.0,['magazines'],['magazines']
303214,"& colored mixed 
cans:  
paper:  , stationery tied or in a",2020-11-16 15:26:26.460,yes,,,,,0.1.0,0.1.0,text,6.0,"['  colored mixed ', 'cans', 'paper', ' stationery tied or in a']","['colored', 'mixed', 'cans', 'paper', 'stationery', 'tied']"
349940,No text - category selected manually,2020-11-17 09:54:46.363,yes,,,,,0.1.1,0.1.0,checkbox,,,
349941,No text - category selected manually,2020-11-17 09:54:46.363,yes,,,,,0.1.1,0.1.0,checkbox,,,
349942,No text - category selected manually,2020-11-17 09:54:46.363,yes,,,,,0.1.1,0.1.0,checkbox,,,
350248,No text - category selected manually,2020-11-17 09:54:56.397,yes,,,,,0.1.1,0.1.0,checkbox,,,
301877,"bottles, jars",2020-11-16 15:25:34.207,yes,,,,,0.1.0,0.1.0,text,2.0,"['bottles', ' jars']","['bottles', 'jars']"
301878,"plastic bottles, tubs, and jugs (rinsed)",2020-11-16 15:25:34.207,yes,,,,,0.1.0,0.1.0,text,5.0,"['plastic bottles', ' tubs', ' and jugs  rinsed ']","['plastic', 'bottles', 'tubs', 'jugs', 'rinsed']"
301879,cardboard (non-waxed),2020-11-16 15:25:34.207,yes,,,,,0.1.0,0.1.0,text,3.0,['cardboard  non waxed '],"['cardboard', 'non', 'waxed']"
301960,magazines,2020-11-16 15:25:37.367,yes,,,,,0.1.0,0.1.0,text,1.0,['magazines'],['magazines']
350737,No text - category selected manually,2020-11-17 09:55:17.397,yes,,,,,0.1.1,0.1.0,checkbox,,,
350738,No text - category selected manually,2020-11-17 09:55:17.397,yes,,,,,0.1.1,0.1.0,checkbox,,,
301961,catalogs,2020-11-16 15:25:37.367,yes,,,,,0.1.0,0.1.0,text,1.0,['catalogs'],['catalogs']
301962,"paper &
    containers
    white and pastel 
    
    
    
    corrugated (flattened)
     and 
    
     (boxes from cereal, shoes, etc)
    clean 
    
    
    
    clean, balled  2” or larger
    aluminum",2020-11-16 15:25:37.367,yes,,,,,0.1.0,0.1.0,text,14.0,"['paper  ', '    containers', '    white and pastel ', '    ', '    ', '    ', '    corrugated  flattened ', '     and ', '    ', '      boxes from cereal', ' shoes', ' etc ', '    clean ', '    ', '    ', '    ', '    clean', ' balled     or larger', '    aluminum']","['paper', 'containers', 'white', 'pastel', 'corrugated', 'flattened', 'boxes', 'cereal', 'shoes', 'clean', 'clean', 'balled', 'larger', 'aluminum']"
301963,Aluminum CansSteel Cans,2020-11-16 15:25:37.913,yes,,,,,0.1.0,0.1.0,text,3.0,['aluminum canssteel cans'],"['aluminum', 'canssteel', 'cans']"
301964,aluminum foil (clean),2020-11-16 15:25:37.913,yes,,,,,0.1.0,0.1.0,text,3.0,['aluminum foil  clean '],"['aluminum', 'foil', 'clean']"
301965,glass bottles & jars,2020-11-16 15:25:37.913,yes,,,,,0.1.0,0.1.0,text,3.0,['glass bottles   jars'],"['glass', 'bottles', 'jars']"
301966,aseptic containers,2020-11-16 15:25:37.913,yes,,,,,0.1.0,0.1.0,text,2.0,['aseptic containers'],"['aseptic', 'containers']"
301967,plasticcontainers labeled 1-7,2020-11-16 15:25:37.913,yes,,,,,0.1.0,0.1.0,text,2.0,['plasticcontainers labeled    '],"['plasticcontainers', 'labeled']"
301968,cardboard,2020-11-16 15:25:37.913,yes,,,,,0.1.0,0.1.0,text,1.0,['cardboard'],['cardboard']
301969,phone books,2020-11-16 15:25:37.913,yes,,,,,0.1.0,0.1.0,text,2.0,['phone books'],"['phone', 'books']"
301970,newspaper,2020-11-16 15:25:37.913,yes,,,,,0.1.0,0.1.0,text,1.0,['newspaper'],['newspaper']
301971,mixed paper,2020-11-16 15:25:37.913,yes,,,,,0.1.0,0.1.0,text,2.0,['mixed paper'],"['mixed', 'paper']"
304906,phone books,2020-11-16 15:27:32.903,yes,,,,,0.1.0,0.1.0,text,2.0,['phone books'],"['phone', 'books']"
304907,envelopes,2020-11-16 15:27:32.903,yes,,,,,0.1.0,0.1.0,text,1.0,['envelopes'],['envelopes']
304908,inserts,2020-11-16 15:27:32.903,yes,,,,,0.1.0,0.1.0,text,1.0,['inserts'],['inserts']
304909,"includes .  non-corrugated boxes (soft-drink, cereal, gift boxes), paper towel rolls, manila ,  & packing . 
includes white and yellow.",2020-11-16 15:27:32.903,yes,,,,,0.1.0,0.1.0,text,17.0,"['includes    non corrugated boxes  soft drink', ' cereal', ' gift boxes ', ' paper towel rolls', ' manila ', '    packing   ', 'includes white and yellow ']","['includes', 'non', 'corrugated', 'boxes', 'soft', 'drink', 'cereal', 'gift', 'boxes', 'paper', 'towel', 'rolls', 'manila', 'packing', 'includes', 'white', 'yellow']"
304910,No text - category selected manually,2020-11-16 15:27:32.903,yes,,,,,0.1.0,0.1.0,checkbox,,,
304911,No text - category selected manually,2020-11-16 15:27:32.903,yes,,,,,0.1.0,0.1.0,checkbox,,,
304912,No text - category selected manually,2020-11-16 15:27:32.903,yes,,,,,0.1.0,0.1.0,checkbox,,,
304913,No text - category selected manually,2020-11-16 15:27:32.903,yes,,,,,0.1.0,0.1.0,checkbox,,,
304914,No text - category selected manually,2020-11-16 15:27:32.903,yes,,,,,0.1.0,0.1.0,checkbox,,,
304915,No text - category selected manually,2020-11-16 15:27:32.903,yes,,,,,0.1.0,0.1.0,checkbox,,,
304916,No text - category selected manually,2020-11-16 15:27:32.903,yes,,,,,0.1.0,0.1.0,checkbox,,,
304917,No text - category selected manually,2020-11-16 15:27:32.903,yes,,,,,0.1.0,0.1.0,checkbox,,,
304918,No text - category selected manually,2020-11-16 15:27:32.903,yes,,,,,0.1.0,0.1.0,checkbox,,,
304919,No text - category selected manually,2020-11-16 15:27:32.903,yes,,,,,0.1.0,0.1.0,checkbox,,,
304920,No text - category selected manually,2020-11-16 15:27:32.903,yes,,,,,0.1.0,0.1.0,checkbox,,,
303321,office paper,2020-11-16 15:26:31.093,yes,,,,,0.1.0,0.1.0,text,2.0,['office paper'],"['office', 'paper']"
303322,magazines,2020-11-16 15:26:31.093,yes,,,,,0.1.0,0.1.0,text,1.0,['magazines'],['magazines']
303323,"paper
food boxes
milk, juice & soup cartons

books & 
mail & 
plastic

dairy containers & attached lids
household 
produce, bakery & deli containers
metal &",2020-11-16 15:26:31.093,yes,,,,,0.1.0,0.1.0,text,20.0,"['paper', 'food boxes', 'milk', ' juice   soup cartons', 'books   ', 'mail   ', 'plastic', 'dairy containers   attached lids', 'household ', 'produce', ' bakery   deli containers', 'metal  ']","['paper', 'food', 'boxes', 'milk', 'juice', 'soup', 'cartons', 'books', 'mail', 'plastic', 'dairy', 'containers', 'attached', 'lids', 'household', 'produce', 'bakery', 'deli', 'containers', 'metal']"
303324,steel and aluminum food & beverage cans,2020-11-16 15:26:31.643,yes,,,,,0.1.0,0.1.0,text,5.0,['steel and aluminum food   beverage cans'],"['steel', 'aluminum', 'food', 'beverage', 'cans']"
303325,glass bottles,2020-11-16 15:26:31.643,yes,,,,,0.1.0,0.1.0,text,2.0,['glass bottles'],"['glass', 'bottles']"
303326,juice cartons and milk cartons,2020-11-16 15:26:31.643,yes,,,,,0.1.0,0.1.0,text,4.0,['juice cartons and milk cartons'],"['juice', 'cartons', 'milk', 'cartons']"
351488,No text - category selected manually,2020-11-17 09:55:51.327,yes,,,,,0.1.1,0.1.0,checkbox,,,
351489,No text - category selected manually,2020-11-17 09:55:51.327,yes,,,,,0.1.1,0.1.0,checkbox,,,
351490,No text - category selected manually,2020-11-17 09:55:51.327,yes,,,,,0.1.1,0.1.0,checkbox,,,
351491,No text - category selected manually,2020-11-17 09:55:51.327,yes,,,,,0.1.1,0.1.0,checkbox,,,
351492,No text - category selected manually,2020-11-17 09:55:51.327,yes,,,,,0.1.1,0.1.0,checkbox,,,
281032,"plastics labeled 1 – 7
• bottles & jars
• tubs & trays",2020-11-09 14:05:57.033,yes,,,,,0.1.0,0.1.0,text,6.0,"['plastics labeled      ', '  bottles   jars', '  tubs   trays']","['plastics', 'labeled', 'bottles', 'jars', 'tubs', 'trays']"
281033,"paper products
• aseptic boxes (juice, soup & soy milk)
• dairy cartons
• , & 
•  & paper boxes
(large or multiple pieces should be flattened and/or cut)
• ,
• 
• 


• please remove lids and caps and recycle

aluminum & metal
• 
• 
•  (empty & dry only)
• pots & pans
• scrap pieces (up to 30 pounds per item)",2020-11-09 14:05:57.033,yes,,,,,0.1.0,0.1.0,text,30.0,"['paper products', '  aseptic boxes  juice', ' soup   soy milk ', '  dairy cartons', '   ', '     paper boxes', ' large or multiple pieces should be flattened and or cut ', '  please remove lids and caps and recycle', 'aluminum   metal', '    empty   dry only ', '  pots   pans', '  scrap pieces  up to    pounds per item ']","['paper', 'products', 'aseptic', 'boxes', 'juice', 'soup', 'soy', 'milk', 'dairy', 'cartons', 'paper', 'boxes', 'large', 'multiple', 'pieces', 'flattened', 'cut', 'remove', 'lids', 'caps', 'recycle', 'aluminum', 'metal', 'dry', 'pots', 'pans', 'scrap', 'pieces', 'pounds', 'item']"
281034,"No Plastic Bags
No Film Plastic
No Styrofoam
No Pressurized Tanks",2020-11-09 14:05:57.080,no,,,,,0.1.0,0.1.0,text,7.0,"['no plastic bags', 'no film plastic', 'no styrofoam', 'no pressurized tanks']","['plastic', 'bags', 'film', 'plastic', 'styrofoam', 'pressurized', 'tanks']"
281035,Aerosol cans (completely empty),2020-11-09 14:05:57.947,yes,,,,,0.1.0,0.1.0,text,3.0,['aerosol cans  completely empty '],"['aerosol', 'cans', 'completely']"
300354,magazines,2020-11-16 15:24:26.687,yes,,,,,0.1.0,0.1.0,text,1.0,['magazines'],['magazines']
300355,catalogs,2020-11-16 15:24:26.687,yes,,,,,0.1.0,0.1.0,text,1.0,['catalogs'],['catalogs']
352209,No text - category selected manually,2020-11-17 09:56:23.947,yes,,,,,0.1.1,0.1.0,checkbox,,,
352210,No text - category selected manually,2020-11-17 09:56:23.947,yes,,,,,0.1.1,0.1.0,checkbox,,,
352211,No text - category selected manually,2020-11-17 09:56:23.947,yes,,,,,0.1.1,0.1.0,checkbox,,,
300356,inserts,2020-11-16 15:24:26.687,yes,,,,,0.1.0,0.1.0,text,1.0,['inserts'],['inserts']
300357,"water bottles
milk jugs
detergent containers
 including  and 
 and food/


“”


, 
clean 
clean aluminum",2020-11-16 15:24:26.687,yes,,,,,0.1.0,0.1.0,text,11.0,"['water bottles', 'milk jugs', 'detergent containers', ' including  and ', ' and food ', 'clean ', 'clean aluminum']","['water', 'bottles', 'milk', 'jugs', 'detergent', 'containers', 'including', 'food', 'clean', 'clean', 'aluminum']"
300358,Clean aluminum and steel cans,2020-11-16 15:24:26.743,yes,,,,,0.1.0,0.1.0,text,4.0,['clean aluminum and steel cans'],"['clean', 'aluminum', 'steel', 'cans']"
300359,No text - category selected manually,2020-11-16 15:24:26.743,yes,,,,,0.1.0,0.1.0,checkbox,,,
300360,No text - category selected manually,2020-11-16 15:24:26.743,yes,,,,,0.1.0,0.1.0,checkbox,,,
300361,No text - category selected manually,2020-11-16 15:24:26.743,yes,,,,,0.1.0,0.1.0,checkbox,,,
300362,No text - category selected manually,2020-11-16 15:24:26.743,yes,,,,,0.1.0,0.1.0,checkbox,,,
300363,No text - category selected manually,2020-11-16 15:24:26.743,yes,,,,,0.1.0,0.1.0,checkbox,,,
300364,No text - category selected manually,2020-11-16 15:24:26.743,yes,,,,,0.1.0,0.1.0,checkbox,,,
300365,No text - category selected manually,2020-11-16 15:24:26.743,yes,,,,,0.1.0,0.1.0,checkbox,,,
300366,No text - category selected manually,2020-11-16 15:24:26.743,yes,,,,,0.1.0,0.1.0,checkbox,,,
